Podcast,Show,Series,Episode,Title,Speaker,Date,Scripture,Description,YouTube,AudioFile,Spotify,Bulletin,Artwork
The Sunday Sermon,The Sunday Sermon,Mark,12+,"Love, The Simple Gospel, and Jesus' Supreme Authority",Rev. Craig Luekens,8/4/2013,Mark 12:28-44,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,22,Judging God's Word or God's Judging Word,Rev. Kevin Nelson,8/11/2013,Luke 8:4-21,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Out of Control,Rev. Kevin Nelson,8/18/2013,,,,,,,
The Sunday Sermon,The Sunday Sermon,Revelation,9,Found What I'm Looking For: Part 1 - Heavenly Homeland,Rev. Preston Graham,8/25/2013,Revelation 21:1-8,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Taking Faith to the Extremes,Rev. Kevin Nelson,9/1/2013,,,,,,,
The Sunday Sermon,The Sunday Sermon,Revelation,10,Found What I'm Looking For: Part 2 - Holy Intimacy,Rev. Preston Graham,9/8/2013,Revelation 21:9-27,,,,,,
The Sunday Sermon,The Sunday Sermon,Revelation,11,Paradise Found,Rev. Preston Graham,9/15/2013,Revelation 22:1-15,,,,,,
The Sunday Sermon,The Sunday Sermon,Revelation,12,Christ Alone Will Satisfy: Come Lord Jesus!,Rev. Preston Graham,9/22/2013,Revelation 22:16-21,,,,,,
The Sunday Sermon,The Sunday Sermon,Mark,13+?,Jesus Preparing for His Death,Rev. Craig Luekens,9/29/2013,Mark 14:1-25,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Spiritual Life - Part 1: Our Spiritual Identity,Rev. Preston Graham,10/6/2013,Romans 8:1-17,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,23+?,You Give Them Something: The Worth of a People Who Seem to Have Nothing to Offer,Rev. Kevin Nelson,10/13/2013,Luke 9:1-20,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,24+,A New Exodus: Following Jesus' Radical Path to Freedom,Rev. Kevin Nelson,10/20/2013,Luke 9:18-36,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Resident Aliens,Rev. Preston Graham,10/27/2013,1 Peter 1:1-2,,,,,,
The Sunday Sermon,The Sunday Sermon,Song of Songs,1,The Song of All Songs,Rev. Preston Graham,11/3/2013,Song of Songs 1:1-4,,,,,,
The Sunday Sermon,The Sunday Sermon,Song of Songs,2,Intimacy Restored!,Rev. Preston Graham,11/10/2013,Song of Songs 1:5-2:7,,,,,,
The Sunday Sermon,The Sunday Sermon,Song of Songs,3,The Gazelle From Heaven,Rev. Preston Graham,11/17/2013,Song of Songs 2:8-3:11,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Crossless Christianity: The Cost of Following Jesus Without Cost,Rev. Kevin Nelson,11/24/2013,,,,,,,
The Sunday Sermon,The Sunday Sermon,Mark,14+?,"Condemning King Jesus: Our Guilt, Jesus' Guilt and the Betrayal that Saves",Rev. Craig Luekens,12/1/2013,Mark 15:1-20,,,,,,
The Sunday Sermon,The Sunday Sermon,,,God Reaching Out By SENDING,Rev. Preston Graham,12/8/2013,Acts 3:11-26,,,,,,
The Sunday Sermon,The Sunday Sermon,,,What Sort of God Is This?,Rev. Craig Luekens,12/15/2013,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Excellencies of Christ: The Ironic Yet Victorious King,Rev. Preston Graham,12/22/2013,"Matthew 24:3-14, 25:31-46",,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Excellency of Christ's Sinless Humanity,Rev. Kevin Nelson,12/29/2013,Hebrews 4:14-5:10,,,,,,
The Sunday Sermon,The Sunday Sermon,Mark,15+,"The King Is Enthroned, No Crucified",Rev. Craig Luekens,1/5/2014,Mark 15:21-32,,,,,,
The Sunday Sermon,The Sunday Sermon,Song of Songs,4,Sex Fulfilled and Transcended,Rev. Preston Graham,1/12/2014,Song of Songs 4:1-5:1,,,,,,
The Sunday Sermon,The Sunday Sermon,Song of Songs,5,Reconciliation Over and Over and Over Again!,Rev. Preston Graham,1/19/2014,Song of Songs 5:2-6:4,,,,,,
The Sunday Sermon,The Sunday Sermon,Song of Songs,6?,"For Love...Longing, Fulfillment, Still Longing",Rev. Preston Graham,1/26/2014,Song of Songs 8:5-14,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,25+?,The Gospel: Public Power or Personal Belief?,Rev. Kevin Nelson,2/2/2014,Luke 10:1-24,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Welcome: A Cultural Alternative,Rev. Tolivar Wills,2/9/2014,Romans 15:1-13,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,26+,Christ's Twisted Answer About Eternal Life,Rev. Preston Graham,2/16/2014,Luke 10:25-37,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,27+,The Joy of Service in Submission,Rev. Kevin Nelson,2/23/2014,Luke 10:38-42,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,,When Immovable and Unstoppable Connect,Rev. Kyle Parker,3/2/2014,Luke 7:11-17,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,,"As Remedy Against Prayerless Praying: ""Holify Your Name""",Rev. Preston Graham,3/9/2014,Luke 11:1-4,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Courageous Gospel Ministry,Rev. Andrew Holbrook,3/16/2014,2 Corinthians 4:1-6,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,28++?,Praying for a Change: Your Kingdom Come,Rev. Kevin Nelson,3/23/2014,Luke 11:1-4,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,,Our Daily Subsistence,Rev. Preston Graham,3/30/2014,Luke 11:2-4,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,,The Most Terrible of Petitions?,Rev. Preston Graham,4/6/2014,Luke 11:1-4,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,29++?,Lead Us Not Into Temptation: Freedom to be Weak Before God,Rev. Kevin Nelson,4/13/2014,Luke 11:1-4,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Resurrection Passing Through the Rivers of Fire,Rev. Preston Graham,4/20/2014,1 Peter 3:18-22,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,,"The Open Door, For Now!",Rev. Preston Graham,4/27/2014,Luke 11:5,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,30++?,The Either/Or of the Kingdom of God,Rev. Kevin Nelson,5/4/2014,Luke 11:14-28,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,31++,The Seeker-Insensitive Gospel,Rev. Kevin Nelson,5/11/2014,Luke 11:29-36,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Power of Commencement Nothing Compared to Benediction,Rev. Preston Graham,5/18/2014,Revelation 22:21,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,32++?,"Woe to you all! Selfishness, Judgement and the Only Chance We've Got",Rev. Craig Luekens,5/25/2014,Luke 11:37-54,,,,,,
The Sunday Sermon,The Sunday Sermon,,,A Presbyterial Turning Point for the Gospel,Rev. Preston Graham,6/1/2014,Acts 15:1-35,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,33++?,"Living for the Line, Not the Dot",Rev. Kevin Nelson,6/8/2014,Luke 12:1-12,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Succession of Shepards: An Essential Element of the Gospel,Rev. Preston Graham,6/15/2014,Acts 20:17-35,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Rediscovering Church Polity as an Essential Element of the Gospel: Part 3: Women Leadership,Rev. Preston Graham,6/22/2014,Titus 2:3-5,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Polity of Every Member,Rev. Preston Graham,6/29/2014,Philippians 2:1-15,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,34+,Worried for Nothing,Rev. Kevin Nelson,7/6/2014,Luke 12:13-34,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,35+,The Way to Wait on the Lord,Rev. Kevin Nelson,7/13/2014,Luke 12:35-13:9,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,36+,How to Change the World,Rev. Kevin Nelson,7/20/2014,Luke 13:10-21,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Ascension Power As An Essential Element Of Witness,Rev. Preston Graham,7/27/2014,,,,,,,
The Sunday Sermon,The Sunday Sermon,,,What A King! Such Power AND Such Love!,Rev. Preston Graham,8/3/2014,Matthew 27:1-44,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,37+,Strive for the Narrow Door,Rev. Kevin Nelson,8/10/2014,Luke 13:22-35,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,38+,Discipleship Worth the Cost,Rev. Kevin Nelson,8/17/2014,Luke 14:1-35,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,39+,Worth Celebrating: The Father's Prodigious Love,Rev. Kevin Nelson,8/24/2014,Luke 15:1-32,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,40+,Stewarding Life as a Child of Life,Rev. Kevin Nelson,8/31/2014,Luke 16:1-31,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Preeminence of Christ,Rev. Preston Graham,9/7/2014,,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,41+,Life Together in Christ,Rev. Kevin Nelson,9/14/2014,Luke 17:1-19,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,Where to Find the Grace of God's Authority?,Rev. Preston Graham,9/21/2014,2 Corinthians 1:1-2,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,The Doxology of Suffering,Rev. Preston Graham,9/28/2014,2 Corinthians 1:3-11,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,42+,An Extraordinary Kingdom in 'Ordinary' Times,Rev. Kevin Nelson,10/5/2014,Luke 17:20-37,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Ascension Power of Christ Illustrated,Rev. Preston Graham,10/12/2014,Acts 16:6-40,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,43+,The Impossibility of Salvation ,Rev. Kevin Nelson,10/19/2014,Luke 18:1-34,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,"Crazy, Messy Love",Rev. Preston Graham,10/26/2014,2 Corinthians 1:12-2:11,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,44+,Is Jesus Worth It?,Rev. Kevin Nelson,11/2/2014,Luke 18:29-19:27,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,Paul's Letter of Recommendation,Rev. Preston Graham,11/9/2014,2 Corinthians 2:12-3:6,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,Two Hearts,Rev. Preston Graham,11/16/2014,2 Corinthians 3:7-18,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,The Sufficiency of God's Methods,Rev. Preston Graham,11/23/2014,2 Corinthians 4:1-6,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,45+,What Makes For Peace,Rev. Kevin Nelson,11/30/2014,Luke 19:28-48,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,46+,The Stone the Builders Rejected,Rev. Kevin Nelson,12/7/2014,Luke 20:1-26,,,,,,
The Sunday Sermon,The Sunday Sermon,,,For What Do You Yearn?,Rev. Craig Luekens,12/14/2014,John 1:1-18,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Happy Hanukkah,Rev. Preston Graham,12/21/2014,John 8:1-20,,,,,,
The Sunday Sermon,The Sunday Sermon,,,"Christmas, To Be Continued: Union, Love & The Spirit of Christ Now",Rev. Craig Luekens,12/28/2014,John 14:1-31,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Listening to Young Atheists: Lessons for a Stronger Christianity,Rev. Preston Graham,1/4/2015,1 Peter 1:13-16,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,Living in the Weight of Glory,Rev. Preston Graham,1/11/2015,2 Corinthians 4:7-18,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Loving Our Enemies,Rev. Preston Graham,1/18/2015,Matthew 5:43-48,,,,,,
The Sunday Sermon,The Sunday Sermon,Joshua,,Behold Your God! Our Fears and the Strength of God in Christ,Rev. Craig Luekens,1/25/2015,Joshua 8:1-35,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,"Not Yet and Therefore ""Now!""",Rev. Preston Graham,2/1/2015,2 Corinthians 5:1-10,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,Our Ultimate Mission,Rev. Preston Graham,2/8/2015,2 Corinthians 5:11-21,,,,,,
The Sunday Sermon,The Sunday Sermon,Joshua,,"Our God the Fighter: Joshua, Jesus and the Promise of Victory",Rev. Craig Luekens,2/15/2015,Joshua 10:1-28,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,Not in Vain!,Rev. Preston Graham,2/22/2015,2 Corinthians 6:1-18,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,The Grace of Repentence,Rev. Preston Graham,3/1/2015,2 Corinthians 7,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,47+,God of the Living,Rev. Kevin Nelson,3/8/2015,Luke 20:27-21:4,,,,,,
The Sunday Sermon,The Sunday Sermon,,,An Ancient Picture of Modernity,Rev. Louis Surprenant,3/15/2015,1 Samuel 8,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,48+,The Persecution that Saves,Rev. Kevin Nelson,3/22/2015,Luke 21:5-38,,,,,,
The Sunday Sermon,The Sunday Sermon,Joshua,,"Looking to the City that has Foundations: The Inheritance of the Land, Part 3",Rev. Craig Luekens,3/22/2015,Joshua 18:1-6,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,The Gospel Privilege of Sharing in the Ministry of Giving,Rev. Preston Graham,3/29/2015,2 Corinthians 8:1-9:15,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,49+?,The Challenge of the Resurrection,Rev. Kevin Nelson,4/5/2015,Luke 24:36-53,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Resurrection: Witnessing to the Dawn of a New Age,Rev. Craig Luekens,4/5/2015,Acts 5:17-42,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,50+,Numbered Among the Transgressors,Rev. Kevin Nelson,4/12/2015,Luke 22:1-38,,,,,,
The Sunday Sermon,The Sunday Sermon,Joshua,,"Christ Will Make All Things New: The Inheritance of the Land, Part 3",Rev. Craig Luekens,4/12/2015,Joshua 19:41-51,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,The Open Secret: The Weapon so Powerful as to Bring Down Strongholds,Rev. Preston Graham,4/19/2015,2 Corinthians 10:1-11,,,,,,
The Sunday Sermon,The Sunday Sermon,Joshua,,"Justice, Mercy, and the Good News in Submitting to God's Discipline ",Rev. Craig Luekens,4/26/2015,Joshua 20:1-21:8,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Today's Missions Moment,Rev. Nelson Jennings,5/3/2015,Acts 1:1-11,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,51+?,Exposed and Redeemed,Rev. Kevin Nelson,5/10/2015,Luke 22:54-71,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,"Christian, What Should We Tolerate in Our Spiritual Leaders?",Rev. Preston Graham,5/17/2015,2 Corinthians 11:1-15,,,,,,
The Sunday Sermon,The Sunday Sermon,Joshua,,The Serious Responsibility of Love,Rev. Craig Luekens,5/24/2015,Joshua 22:1-34,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,52+,Public Enemy,Rev. Kevin Nelson,5/31/2015,Luke 23:1-25,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,A Fool's Boast,Rev. Preston Graham,6/7/2015,2 Corinthians 11:16-12:13,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,53+,The Cross: Act of Man or Act of God,Rev. Kevin Nelson,6/14/2015,Luke 23:26-43,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,"Test the Spirits, Whether They Are of God",Rev. Preston Graham,6/21/2015,2 Corinthians 12:11-13:4,,,,,,
The Sunday Sermon,The Sunday Sermon,Joshua,,"A People for His Own Possession: Worship, Love, & the Bride of Christ",Rev. Craig Luekens,6/28/2015,Joshua 23:1-16,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,54+,Faithfulness in the Dark,Rev. Kevin Nelson,7/5/2015,Luke 23:44-56,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,A Time for Doubting,Rev. Preston Graham,7/12/2015,2 Corinthians 13:5-10,,,,,,
The Sunday Sermon,The Sunday Sermon,Ascension,,Not in Vain Under the Power of Christ's Resurrection & Ascension,Rev. Preston Graham,7/19/2015,1 Corinthians 15:12-28,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,55+,How the Resurrection Changes Everything,Rev. Kevin Nelson,7/26/2015,Luke 24:1-12,,,,,,
The Sunday Sermon,The Sunday Sermon,Joshua,,You Cannot Serve the Lord,Rev. Craig Luekens,8/2/2015,Joshua 24:1-33,,,,,,
The Sunday Sermon,The Sunday Sermon,Luke,56+,How to Read the Bible,Rev. Kevin Nelson,8/9/2015,Luke 24:13-35,,,,,,
The Sunday Sermon,The Sunday Sermon,2 Corinthians,,Holy Howdy or Holy Kiss,Rev. Preston Graham,8/16/2015,2 Corinthians 13:11-14,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Communion with God,Rev. Craig Luekens,8/23/2015,1 John 1:1-10,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Total Christ Foreshadowed,Rev. Preston Graham,8/30/2015,Exodus 33:1-23,,,,,,
The Sunday Sermon,The Sunday Sermon,Galatians,1,The Divine Invasion,Rev. Kevin Nelson,9/6/2015,Galatians 1:1-5,,,,,,
The Sunday Sermon,The Sunday Sermon,Esther,1,The Significance of the Insignificant in God's Plan of Redemption,Rev. Preston Graham,9/13/2015,Esther 1:1-8,,,,,,
The Sunday Sermon,The Sunday Sermon,Galatians,2,Gospel-Driven Conflict,Rev. Kevin Nelson,9/20/2015,Galatians 1:1-10,,,,,,
The Sunday Sermon,The Sunday Sermon,Psalms,1?,The Laughter of the King of Kings,Rev. Craig Luekens,9/27/2015,Psalm 2:1-12,,,,,,
The Sunday Sermon,The Sunday Sermon,Galatians,3,Apocalypse Then & Now,Rev. Kevin Nelson,10/4/2015,Galatians 1:10-24,,,,,,
The Sunday Sermon,The Sunday Sermon,Esther,2,The Invisible God,Rev. Preston Graham,10/11/2015,Esther 1:1-22,,,,,,
The Sunday Sermon,The Sunday Sermon,Psalms,2,Passionate Refuge in a Personal God,Rev. Craig Luekens,10/11/2015,Psalm 3:1-8,,,,,,
The Sunday Sermon,The Sunday Sermon,Galatians,4,Gospel for All,Rev. Kevin Nelson,10/18/2015,Galatians 2:1-10,,,,,,
The Sunday Sermon,The Sunday Sermon,Psalms,3,Peaceful Sleep in an Insomniac World,Rev. Craig Luekens,10/18/2015,Psalm 4:1-8,,,,,,
The Sunday Sermon,The Sunday Sermon,Esther,3,God is WAY Bigger,Rev. Preston Graham,10/25/2015,Esther 2:1-23,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Imitation Leadership,Rev. Kevin Nelson,11/1/2015,Philippians 3:12-4:1,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Discipleship of Young Souls,Rev. Preston Graham,11/8/2015,Ephesians 6:4,,,,,,
The Sunday Sermon,The Sunday Sermon,Psalms,4,"Facing Evil, Finding Joy",Rev. Craig Luekens,11/8/2015,Psalm 5:1-12,,,,,,
The Sunday Sermon,The Sunday Sermon,Galatians,5,Lining Up with the Gospel,Rev. Kevin Nelson,11/15/2015,Galatians 2:11-21,,,,,,
The Sunday Sermon,The Sunday Sermon,Esther,4,And the Nations Rage,Rev. Preston Graham,11/22/2015,Esther 2:19-3:15,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2015,1,"A Savior Like No Other, Part I: The Fullness of God with Us",Rev. Craig Luekens,11/29/2015,Matthew 1:18-25,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2015,2,"A Savior Like No Other, Part II: Righteousness Fulfilled",Rev. Preston Graham,12/6/2015,"Matthew 3:1-6, 11-17",,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2015,,Why Do We Sing at Christmas?,Rev. Craig Luekens,12/11/2015,,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2015,3,"A Savior Like No Other, Part III: The Death of Perfection",Rev. Kevin Nelson,12/13/2015,Hebrews 2:10-18,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2015,4,"A Savior Like No Other, Part IV: Messianic Pretender or the Real Deal?",Rev. Preston Graham,12/20/2015,1 Timothy 3:16,,,,,,
The Sunday Sermon,The Sunday Sermon,Advent 2015,5,"A Savior Like No Other, Part V: Ascension - Is Christ Even Present Anymore?",Rev. Craig Luekens,12/27/2015,Ephesians 1:15-23,,,,,,
The Sunday Sermon,The Sunday Sermon,Galatians,6,Experience That Counts,Rev. Kevin Nelson,1/3/2016,Galatians 3:1-5,,,,,,
The Sunday Sermon,The Sunday Sermon,Esther,5,Always Redemption,Rev. Preston Graham,1/10/2016,Esther 4,,,,,,
The Sunday Sermon,The Sunday Sermon,Unity,,Guarded for Mission,Rev. Kevin Smith,1/17/2016,John 17:14-19,,,,,,
The Sunday Sermon,The Sunday Sermon,Psalms,6?,A Confident Cry in the Midst of Trouble,Rev. Craig Luekens,1/24/2016,Psalm 10:1-18,,,,,,
The Sunday Sermon,The Sunday Sermon,Psalms,7?,"How Long, O Lord?",Rev. Craig Luekens,1/31/2016,Psalm 13:1-6,,,,,,
The Sunday Sermon,The Sunday Sermon,Esther,6,"The Fall of Hubris, the Reign of Faith",Rev. Preston Graham,1/31/2016,Esther 5:1-7:10,,,,,,
The Sunday Sermon,The Sunday Sermon,Galatians,7,Redeemed from the Curse: A Covenant-Shared Gospel,Rev. Kevin Nelson,2/7/2016,Galatians 3:6-14,,,,,,
The Sunday Sermon,The Sunday Sermon,Esther,7,The Great Reversal,Rev. Preston Graham,2/14/2016,Esther 7-8,,,,,,
The Sunday Sermon,The Sunday Sermon,Galatians,8,A Promise for Everyone,Rev. Kevin Nelson,2/21/2016,Galatians 3:15-29,,,,,,
The Sunday Sermon,The Sunday Sermon,Psalms,8?,Refuge in Christ,Rev. Craig Luekens,2/21/2016,Psalm 16:1-11,,,,,,
The Sunday Sermon,The Sunday Sermon,Esther,8,We Won the Lottery… Let's Party!,Rev. Preston Graham,2/28/2016,Esther 9:1-10:3,,,,,,
The Sunday Sermon,The Sunday Sermon,Psalms,9?,Approaching God on His Terms,Rev. Craig Luekens,2/28/2016,Psalm 19:1-14,,,,,,
The Sunday Sermon,The Sunday Sermon,Galatians,9,Freed to Be Sons of God,Rev. Kevin Nelson,3/6/2016,Galatians 4:1-20,,,,,,
The Sunday Sermon,The Sunday Sermon,Psalms,,The Joy of the World in the Fountains of the Church,Rev. Andrew Holbrook,3/13/2016,Psalm 87:1-7,,,,,,
The Sunday Sermon,The Sunday Sermon,Holy Week,1,Palm Sunday Expectations for Today,Rev. Preston Graham,3/20/2016,Matthew 21:1-11,,,,,,
The Sunday Sermon,The Sunday Sermon,Holy Week,2,Baptism's Resurrection Power,Rev. Preston Graham,3/27/2016,Romans 6:1-23,,,,,,
The Sunday Sermon,The Sunday Sermon,Psalms,10?,From Despair to Praise,Rev. Craig Luekens,4/3/2016,Psalm 22:1-31,,,,,,
The Sunday Sermon,The Sunday Sermon,Galatians,10,It Is for Freedom that Christ Has Set You Free,Rev. Kevin Nelson,4/3/2016,Galatians 4:21-5:1,,,,,,
The Sunday Sermon,The Sunday Sermon,,,An Urgent Call for Effective and Honorable Spiritual Leadership,Rev. Preston Graham,4/10/2016,Titus 1:5-2:5,,,,,,
The Sunday Sermon,The Sunday Sermon,Galatians,11,Called to Guard the Gospel,Rev. Kevin Nelson,4/17/2016,Galatians 5:2-12,,,,,,
The Sunday Sermon,The Sunday Sermon,,,Total Christ Catholicity Rediscovered,Rev. Preston Graham,4/24/2016,John 17:1-26,,,,,,
The Sunday Sermon,The Sunday Sermon,Psalms,,God is My Shepherd,Rev. Craig Luekens,5/1/2016,Proverbs 23:1-6,,,,,,
The Sunday Sermon,The Sunday Sermon,,,The Only Peace Mission,Rev. Lawrence Temfwe,5/1/2016,Ephesians 2:11-22,,,,,,
The Sunday Sermon,The Sunday Sermon,Psalms,11+?,Ascending to the King of Glory,Rev. Craig Luekens,5/8/2016,Psalm 24:1-10,,,,,,
The Sunday Sermon,The Sunday Sermon,,,An Encounter with Christ,Rev. Mike Brunjes,5/8/2016,Mark 10:46-52,,,,,,
The Sunday Sermon,The Sunday Sermon,Galatians,12,The Practical Value of the Spirit,Rev. Kevin Nelson,5/15/2016,Galatians 5:13-21,,,,,,
The Sunday Sermon,The Sunday Sermon,Galatians,13,The Fruit of Christ's Spirit Now in You,Rev. Kevin Nelson,5/22/2016,Galatians 5:22-26,,,,,,
The Sunday Sermon,The Sunday Sermon,Psalms,12+,Encountering the Glory of God,Rev. Craig Luekens,5/29/2016,Psalm 29:1-11,,,,,,
